Terapia,Grupo,Probabilidad,Disponibilidad a pagar
TDF_FTC__DOR,NNRTI,0.0,84058364.30303031
TDF_FTC__DRV_c,PI,0.0,84058364.30303031
TDF_FTC__DRV_r,PI,0.1,84058364.30303031
TDF_FTC__DTG,INSTI,0.0,84058364.30303031
TDF_FTC__EFV,NNRTI,0.1,84058364.30303031
TDF_FTC__LPV_r,PI,0.0,84058364.30303031
TDF_FTC__NVP,NNRTI,0.0,84058364.30303031
TDF_FTC__RAL,INSTI,0.0,84058364.30303031
TDF_FTC__RPV,NNRTI,0.0,84058364.30303031
3TC_ABC__DRV_c,PI,0.0,84855446.0878788
3TC_ABC__DRV_r,PI,0.0,84855446.0878788
3TC__DRV_c,PI,0.2,84855446.0878788
3TC__DRV_r,PI,0.0,84855446.0878788
3TC__DTG,INSTI,0.0,84855446.0878788
3TC__FTC__DRV_c,PI,0.0,84855446.0878788
3TC__FTC__DRV_r,PI,0.0,84855446.0878788
ABC_3TC_DTG,INSTI,0.0,84855446.0878788
ABC_3TC__ATV_r,PI,0.0,84855446.0878788
ABC_3TC__DRV_r,PI,0.0,84855446.0878788
ABC_3TC__DTG,INSTI,0.0,84855446.0878788
ABC_3TC__EFV,NNRTI,0.1,84855446.0878788
ABC_3TC__LPV_r,PI,0.2,84855446.0878788
ABC_3TC__NVP,NNRTI,0.0,84855446.0878788
ABC_3TC__RAL,INSTI,0.0,84855446.0878788
AZT_3TC_NVP,NNRTI,0.1,84855446.0878788
AZT_3TC__ATV_r,PI,0.1,84855446.0878788
AZT_3TC__LPV_r,PI,0.0,84855446.0878788
AZT_3TC__NVP,NNRTI,0.0,84855446.0878788
DRV_c,PI,0.0,84855446.0878788
DTG_3TC,INSTI,0.0,84855446.0878788
TAF_FTC_BIC,INSTI,0.0,84855446.0878788
TAF_FTC_EVG_c,INSTI,0.0,84855446.0878788
TAF_FTC_RPV,NNRTI,0.0,84855446.0878788
TAF_FTC__DOR,NNRTI,0.0,84855446.0878788
TAF_FTC__DRV_c,PI,0.0,84855446.0878788
TAF_FTC__DRV_r,PI,0.0,84855446.0878788
TAF_FTC__DTG,INSTI,0.0,84855446.0878788
TAF_FTC__RAL,INSTI,0.0,84855446.0878788
TAF_FTC__RPV,NNRTI,0.0,84855446.0878788
TAF__DRV_c,PI,0.0,84855446.0878788
TDF_FTC_EVG_c,INSTI,0.0,84855446.0878788
TDF_FTC_RPV,NNRTI,0.1,84855446.0878788
TDF_FTC__ATV_r,PI,0.0,84855446.0878788
TDF_FTC__DOR,NNRTI,0.0,84855446.0878788
TDF_FTC__DRV_c,PI,0.0,84855446.0878788
TDF_FTC__DRV_r,PI,0.1,84855446.0878788
TDF_FTC__DTG,INSTI,0.0,84855446.0878788
TDF_FTC__EFV,NNRTI,0.1,84855446.0878788
TDF_FTC__LPV_r,PI,0.0,84855446.0878788
TDF_FTC__NVP,NNRTI,0.0,84855446.0878788
TDF_FTC__RAL,INSTI,0.0,84855446.0878788
TDF_FTC__RPV,NNRTI,0.0,84855446.0878788
3TC_ABC__DRV_c,PI,0.0,85652527.87272727
3TC_ABC__DRV_r,PI,0.0,85652527.87272727
3TC__DRV_c,PI,0.2,85652527.87272727
3TC__DRV_r,PI,0.0,85652527.87272727
3TC__DTG,INSTI,0.0,85652527.87272727
3TC__FTC__DRV_c,PI,0.0,85652527.87272727
3TC__FTC__DRV_r,PI,0.0,85652527.87272727
ABC_3TC_DTG,INSTI,0.0,85652527.87272727
ABC_3TC__ATV_r,PI,0.0,85652527.87272727
ABC_3TC__DRV_r,PI,0.0,85652527.87272727
ABC_3TC__DTG,INSTI,0.0,85652527.87272727
ABC_3TC__EFV,NNRTI,0.1,85652527.87272727
ABC_3TC__LPV_r,PI,0.2,85652527.87272727
ABC_3TC__NVP,NNRTI,0.0,85652527.87272727
ABC_3TC__RAL,INSTI,0.0,85652527.87272727
AZT_3TC_NVP,NNRTI,0.1,85652527.87272727
AZT_3TC__ATV_r,PI,0.1,85652527.87272727
AZT_3TC__LPV_r,PI,0.0,85652527.87272727
AZT_3TC__NVP,NNRTI,0.0,85652527.87272727
DRV_c,PI,0.0,85652527.87272727
DTG_3TC,INSTI,0.0,85652527.87272727
TAF_FTC_BIC,INSTI,0.0,85652527.87272727
TAF_FTC_EVG_c,INSTI,0.0,85652527.87272727
TAF_FTC_RPV,NNRTI,0.0,85652527.87272727
TAF_FTC__DOR,NNRTI,0.0,85652527.87272727
TAF_FTC__DRV_c,PI,0.0,85652527.87272727
TAF_FTC__DRV_r,PI,0.0,85652527.87272727
TAF_FTC__DTG,INSTI,0.0,85652527.87272727
TAF_FTC__RAL,INSTI,0.0,85652527.87272727
TAF_FTC__RPV,NNRTI,0.0,85652527.87272727
TAF__DRV_c,PI,0.0,85652527.87272727
TDF_FTC_EVG_c,INSTI,0.0,85652527.87272727
TDF_FTC_RPV,NNRTI,0.1,85652527.87272727
TDF_FTC__ATV_r,PI,0.0,85652527.87272727
TDF_FTC__DOR,NNRTI,0.0,85652527.87272727
TDF_FTC__DRV_c,PI,0.0,85652527.87272727
TDF_FTC__DRV_r,PI,0.1,85652527.87272727
TDF_FTC__DTG,INSTI,0.0,85652527.87272727
TDF_FTC__EFV,NNRTI,0.1,85652527.87272727
TDF_FTC__LPV_r,PI,0.0,85652527.87272727
TDF_FTC__NVP,NNRTI,0.0,85652527.87272727
TDF_FTC__RAL,INSTI,0.0,85652527.87272727
TDF_FTC__RPV,NNRTI,0.0,85652527.87272727
3TC_ABC__DRV_c,PI,0.0,86449609.65757576
3TC_ABC__DRV_r,PI,0.0,86449609.65757576
3TC__DRV_c,PI,0.2,86449609.65757576
3TC__DRV_r,PI,0.0,86449609.65757576
3TC__DTG,INSTI,0.0,86449609.65757576
3TC__FTC__DRV_c,PI,0.0,86449609.65757576
3TC__FTC__DRV_r,PI,0.0,86449609.65757576
ABC_3TC_DTG,INSTI,0.0,86449609.65757576
ABC_3TC__ATV_r,PI,0.0,86449609.65757576
ABC_3TC__DRV_r,PI,0.0,86449609.65757576
ABC_3TC__DTG,INSTI,0.0,86449609.65757576
ABC_3TC__EFV,NNRTI,0.1,86449609.65757576
ABC_3TC__LPV_r,PI,0.2,86449609.65757576
ABC_3TC__NVP,NNRTI,0.0,86449609.65757576
ABC_3TC__RAL,INSTI,0.0,86449609.65757576
AZT_3TC_NVP,NNRTI,0.1,86449609.65757576
AZT_3TC__ATV_r,PI,0.1,86449609.65757576
AZT_3TC__LPV_r,PI,0.0,86449609.65757576
AZT_3TC__NVP,NNRTI,0.0,86449609.65757576
DRV_c,PI,0.0,86449609.65757576
DTG_3TC,INSTI,0.0,86449609.65757576
TAF_FTC_BIC,INSTI,0.0,86449609.65757576
TAF_FTC_EVG_c,INSTI,0.0,86449609.65757576
TAF_FTC_RPV,NNRTI,0.0,86449609.65757576
TAF_FTC__DOR,NNRTI,0.0,86449609.65757576
TAF_FTC__DRV_c,PI,0.0,86449609.65757576
TAF_FTC__DRV_r,PI,0.0,86449609.65757576
TAF_FTC__DTG,INSTI,0.0,86449609.65757576
TAF_FTC__RAL,INSTI,0.0,86449609.65757576
TAF_FTC__RPV,NNRTI,0.0,86449609.65757576
TAF__DRV_c,PI,0.0,86449609.65757576
TDF_FTC_EVG_c,INSTI,0.0,86449609.65757576
TDF_FTC_RPV,NNRTI,0.1,86449609.65757576
TDF_FTC__ATV_r,PI,0.0,86449609.65757576
TDF_FTC__DOR,NNRTI,0.0,86449609.65757576
TDF_FTC__DRV_c,PI,0.0,86449609.65757576
TDF_FTC__DRV_r,PI,0.1,86449609.65757576
TDF_FTC__DTG,INSTI,0.0,86449609.65757576
TDF_FTC__EFV,NNRTI,0.1,86449609.65757576
TDF_FTC__LPV_r,PI,0.0,86449609.65757576
TDF_FTC__NVP,NNRTI,0.0,86449609.65757576
TDF_FTC__RAL,INSTI,0.0,86449609.65757576
TDF_FTC__RPV,NNRTI,0.0,86449609.65757576
3TC_ABC__DRV_c,PI,0.0,87246691.44242425
3TC_ABC__DRV_r,PI,0.0,87246691.44242425
3TC__DRV_c,PI,0.2,87246691.44242425
3TC__DRV_r,PI,0.0,87246691.44242425
3TC__DTG,INSTI,0.0,87246691.44242425
3TC__FTC__DRV_c,PI,0.0,87246691.44242425
3TC__FTC__DRV_r,PI,0.0,87246691.44242425
ABC_3TC_DTG,INSTI,0.0,87246691.44242425
ABC_3TC__ATV_r,PI,0.0,87246691.44242425
ABC_3TC__DRV_r,PI,0.0,87246691.44242425
ABC_3TC__DTG,INSTI,0.0,87246691.44242425
ABC_3TC__EFV,NNRTI,0.1,87246691.44242425
ABC_3TC__LPV_r,PI,0.2,87246691.44242425
ABC_3TC__NVP,NNRTI,0.0,87246691.44242425
ABC_3TC__RAL,INSTI,0.0,87246691.44242425
AZT_3TC_NVP,NNRTI,0.1,87246691.44242425
AZT_3TC__ATV_r,PI,0.1,87246691.44242425
AZT_3TC__LPV_r,PI,0.0,87246691.44242425
AZT_3TC__NVP,NNRTI,0.0,87246691.44242425
DRV_c,PI,0.0,87246691.44242425
DTG_3TC,INSTI,0.0,87246691.44242425
TAF_FTC_BIC,INSTI,0.0,87246691.44242425
TAF_FTC_EVG_c,INSTI,0.0,87246691.44242425
TAF_FTC_RPV,NNRTI,0.0,87246691.44242425
TAF_FTC__DOR,NNRTI,0.0,87246691.44242425
TAF_FTC__DRV_c,PI,0.0,87246691.44242425
TAF_FTC__DRV_r,PI,0.0,87246691.44242425
TAF_FTC__DTG,INSTI,0.0,87246691.44242425
TAF_FTC__RAL,INSTI,0.0,87246691.44242425
TAF_FTC__RPV,NNRTI,0.0,87246691.44242425
TAF__DRV_c,PI,0.0,87246691.44242425
TDF_FTC_EVG_c,INSTI,0.0,87246691.44242425
TDF_FTC_RPV,NNRTI,0.1,87246691.44242425
TDF_FTC__ATV_r,PI,0.0,87246691.44242425
TDF_FTC__DOR,NNRTI,0.0,87246691.44242425
TDF_FTC__DRV_c,PI,0.0,87246691.44242425
TDF_FTC__DRV_r,PI,0.1,87246691.44242425
TDF_FTC__DTG,INSTI,0.0,87246691.44242425
TDF_FTC__EFV,NNRTI,0.1,87246691.44242425
TDF_FTC__LPV_r,PI,0.0,87246691.44242425
TDF_FTC__NVP,NNRTI,0.0,87246691.44242425
TDF_FTC__RAL,INSTI,0.0,87246691.44242425
TDF_FTC__RPV,NNRTI,0.0,87246691.44242425
3TC_ABC__DRV_c,PI,0.0,88043773.22727273
3TC_ABC__DRV_r,PI,0.0,88043773.22727273
3TC__DRV_c,PI,0.2,88043773.22727273
3TC__DRV_r,PI,0.0,88043773.22727273
3TC__DTG,INSTI,0.0,88043773.22727273
3TC__FTC__DRV_c,PI,0.0,88043773.22727273
3TC__FTC__DRV_r,PI,0.0,88043773.22727273
ABC_3TC_DTG,INSTI,0.0,88043773.22727273
ABC_3TC__ATV_r,PI,0.0,88043773.22727273
ABC_3TC__DRV_r,PI,0.0,88043773.22727273
ABC_3TC__DTG,INSTI,0.0,88043773.22727273
ABC_3TC__EFV,NNRTI,0.1,88043773.22727273
ABC_3TC__LPV_r,PI,0.2,88043773.22727273
ABC_3TC__NVP,NNRTI,0.0,88043773.22727273
ABC_3TC__RAL,INSTI,0.0,88043773.22727273
AZT_3TC_NVP,NNRTI,0.1,88043773.22727273
AZT_3TC__ATV_r,PI,0.1,88043773.22727273
AZT_3TC__LPV_r,PI,0.0,88043773.22727273
AZT_3TC__NVP,NNRTI,0.0,88043773.22727273
DRV_c,PI,0.0,88043773.22727273
DTG_3TC,INSTI,0.0,88043773.22727273
TAF_FTC_BIC,INSTI,0.0,88043773.22727273
TAF_FTC_EVG_c,INSTI,0.0,88043773.22727273
TAF_FTC_RPV,NNRTI,0.0,88043773.22727273
TAF_FTC__DOR,NNRTI,0.0,88043773.22727273
TAF_FTC__DRV_c,PI,0.0,88043773.22727273
TAF_FTC__DRV_r,PI,0.0,88043773.22727273
TAF_FTC__DTG,INSTI,0.0,88043773.22727273
TAF_FTC__RAL,INSTI,0.0,88043773.22727273
TAF_FTC__RPV,NNRTI,0.0,88043773.22727273
TAF__DRV_c,PI,0.0,88043773.22727273
TDF_FTC_EVG_c,INSTI,0.0,88043773.22727273
TDF_FTC_RPV,NNRTI,0.1,88043773.22727273
TDF_FTC__ATV_r,PI,0.0,88043773.22727273
TDF_FTC__DOR,NNRTI,0.0,88043773.22727273
TDF_FTC__DRV_c,PI,0.0,88043773.22727273
TDF_FTC__DRV_r,PI,0.1,88043773.22727273
TDF_FTC__DTG,INSTI,0.0,88043773.22727273
TDF_FTC__EFV,NNRTI,0.1,88043773.22727273
TDF_FTC__LPV_r,PI,0.0,88043773.22727273
TDF_FTC__NVP,NNRTI,0.0,88043773.22727273
TDF_FTC__RAL,INSTI,0.0,88043773.22727273
TDF_FTC__RPV,NNRTI,0.0,88043773.22727273
3TC_ABC__DRV_c,PI,0.0,88840855.01212122
3TC_ABC__DRV_r,PI,0.0,88840855.01212122
3TC__DRV_c,PI,0.2,88840855.01212122
3TC__DRV_r,PI,0.0,88840855.01212122
3TC__DTG,INSTI,0.0,88840855.01212122
3TC__FTC__DRV_c,PI,0.0,88840855.01212122
3TC__FTC__DRV_r,PI,0.0,88840855.01212122
ABC_3TC_DTG,INSTI,0.0,88840855.01212122
ABC_3TC__ATV_r,PI,0.0,88840855.01212122
ABC_3TC__DRV_r,PI,0.0,88840855.01212122
ABC_3TC__DTG,INSTI,0.0,88840855.01212122
ABC_3TC__EFV,NNRTI,0.1,88840855.01212122
ABC_3TC__LPV_r,PI,0.2,88840855.01212122
ABC_3TC__NVP,NNRTI,0.0,88840855.01212122
ABC_3TC__RAL,INSTI,0.0,88840855.01212122
AZT_3TC_NVP,NNRTI,0.1,88840855.01212122
AZT_3TC__ATV_r,PI,0.1,88840855.01212122
AZT_3TC__LPV_r,PI,0.0,88840855.01212122
AZT_3TC__NVP,NNRTI,0.0,88840855.01212122
DRV_c,PI,0.0,88840855.01212122
DTG_3TC,INSTI,0.0,88840855.01212122
TAF_FTC_BIC,INSTI,0.0,88840855.01212122
TAF_FTC_EVG_c,INSTI,0.0,88840855.01212122
TAF_FTC_RPV,NNRTI,0.0,88840855.01212122
TAF_FTC__DOR,NNRTI,0.0,88840855.01212122
TAF_FTC__DRV_c,PI,0.0,88840855.01212122
TAF_FTC__DRV_r,PI,0.0,88840855.01212122
TAF_FTC__DTG,INSTI,0.0,88840855.01212122
TAF_FTC__RAL,INSTI,0.0,88840855.01212122
TAF_FTC__RPV,NNRTI,0.0,88840855.01212122
TAF__DRV_c,PI,0.0,88840855.01212122
TDF_FTC_EVG_c,INSTI,0.0,88840855.01212122
TDF_FTC_RPV,NNRTI,0.1,88840855.01212122
TDF_FTC__ATV_r,PI,0.0,88840855.01212122
TDF_FTC__DOR,NNRTI,0.0,88840855.01212122
TDF_FTC__DRV_c,PI,0.0,88840855.01212122
TDF_FTC__DRV_r,PI,0.1,88840855.01212122
TDF_FTC__DTG,INSTI,0.0,88840855.01212122
TDF_FTC__EFV,NNRTI,0.1,88840855.01212122
TDF_FTC__LPV_r,PI,0.0,88840855.01212122
TDF_FTC__NVP,NNRTI,0.0,88840855.01212122
TDF_FTC__RAL,INSTI,0.0,88840855.01212122
TDF_FTC__RPV,NNRTI,0.0,88840855.01212122
3TC_ABC__DRV_c,PI,0.0,89637936.7969697
3TC_ABC__DRV_r,PI,0.0,89637936.7969697
3TC__DRV_c,PI,0.2,89637936.7969697
3TC__DRV_r,PI,0.0,89637936.7969697
3TC__DTG,INSTI,0.0,89637936.7969697
3TC__FTC__DRV_c,PI,0.0,89637936.7969697
3TC__FTC__DRV_r,PI,0.0,89637936.7969697
ABC_3TC_DTG,INSTI,0.0,89637936.7969697
ABC_3TC__ATV_r,PI,0.0,89637936.7969697
ABC_3TC__DRV_r,PI,0.0,89637936.7969697
ABC_3TC__DTG,INSTI,0.0,89637936.7969697
ABC_3TC__EFV,NNRTI,0.1,89637936.7969697
ABC_3TC__LPV_r,PI,0.2,89637936.7969697
ABC_3TC__NVP,NNRTI,0.0,89637936.7969697
ABC_3TC__RAL,INSTI,0.0,89637936.7969697
AZT_3TC_NVP,NNRTI,0.1,89637936.7969697
AZT_3TC__ATV_r,PI,0.1,89637936.7969697
AZT_3TC__LPV_r,PI,0.0,89637936.7969697
AZT_3TC__NVP,NNRTI,0.0,89637936.7969697
DRV_c,PI,0.0,89637936.7969697
DTG_3TC,INSTI,0.0,89637936.7969697
TAF_FTC_BIC,INSTI,0.0,89637936.7969697
TAF_FTC_EVG_c,INSTI,0.0,89637936.7969697
TAF_FTC_RPV,NNRTI,0.0,89637936.7969697
TAF_FTC__DOR,NNRTI,0.0,89637936.7969697
TAF_FTC__DRV_c,PI,0.0,89637936.7969697
TAF_FTC__DRV_r,PI,0.0,89637936.7969697
TAF_FTC__DTG,INSTI,0.0,89637936.7969697
TAF_FTC__RAL,INSTI,0.0,89637936.7969697
TAF_FTC__RPV,NNRTI,0.0,89637936.7969697
TAF__DRV_c,PI,0.0,89637936.7969697
TDF_FTC_EVG_c,INSTI,0.0,89637936.7969697
TDF_FTC_RPV,NNRTI,0.1,89637936.7969697
TDF_FTC__ATV_r,PI,0.0,89637936.7969697
TDF_FTC__DOR,NNRTI,0.0,89637936.7969697
TDF_FTC__DRV_c,PI,0.0,89637936.7969697
TDF_FTC__DRV_r,PI,0.1,89637936.7969697
TDF_FTC__DTG,INSTI,0.0,89637936.7969697
TDF_FTC__EFV,NNRTI,0.1,89637936.7969697
TDF_FTC__LPV_r,PI,0.0,89637936.7969697
TDF_FTC__NVP,NNRTI,0.0,89637936.7969697
TDF_FTC__RAL,INSTI,0.0,89637936.7969697
TDF_FTC__RPV,NNRTI,0.0,89637936.7969697
3TC_ABC__DRV_c,PI,0.0,90435018.58181818
3TC_ABC__DRV_r,PI,0.0,90435018.58181818
3TC__DRV_c,PI,0.2,90435018.58181818
3TC__DRV_r,PI,0.0,90435018.58181818
3TC__DTG,INSTI,0.0,90435018.58181818
3TC__FTC__DRV_c,PI,0.0,90435018.58181818
3TC__FTC__DRV_r,PI,0.0,90435018.58181818
ABC_3TC_DTG,INSTI,0.0,90435018.58181818
ABC_3TC__ATV_r,PI,0.0,90435018.58181818
ABC_3TC__DRV_r,PI,0.0,90435018.58181818
ABC_3TC__DTG,INSTI,0.0,90435018.58181818
ABC_3TC__EFV,NNRTI,0.1,90435018.58181818
ABC_3TC__LPV_r,PI,0.2,90435018.58181818
ABC_3TC__NVP,NNRTI,0.0,90435018.58181818
ABC_3TC__RAL,INSTI,0.0,90435018.58181818
AZT_3TC_NVP,NNRTI,0.1,90435018.58181818
AZT_3TC__ATV_r,PI,0.1,90435018.58181818
AZT_3TC__LPV_r,PI,0.0,90435018.58181818
AZT_3TC__NVP,NNRTI,0.0,90435018.58181818
DRV_c,PI,0.0,90435018.58181818
DTG_3TC,INSTI,0.0,90435018.58181818
TAF_FTC_BIC,INSTI,0.0,90435018.58181818
TAF_FTC_EVG_c,INSTI,0.0,90435018.58181818
TAF_FTC_RPV,NNRTI,0.0,90435018.58181818
TAF_FTC__DOR,NNRTI,0.0,90435018.58181818
TAF_FTC__DRV_c,PI,0.0,90435018.58181818
TAF_FTC__DRV_r,PI,0.0,90435018.58181818
TAF_FTC__DTG,INSTI,0.0,90435018.58181818
TAF_FTC__RAL,INSTI,0.0,90435018.58181818
TAF_FTC__RPV,NNRTI,0.0,90435018.58181818
TAF__DRV_c,PI,0.0,90435018.58181818
TDF_FTC_EVG_c,INSTI,0.0,90435018.58181818
TDF_FTC_RPV,NNRTI,0.1,90435018.58181818
TDF_FTC__ATV_r,PI,0.0,90435018.58181818
TDF_FTC__DOR,NNRTI,0.0,90435018.58181818
TDF_FTC__DRV_c,PI,0.0,90435018.58181818
TDF_FTC__DRV_r,PI,0.1,90435018.58181818
TDF_FTC__DTG,INSTI,0.0,90435018.58181818
TDF_FTC__EFV,NNRTI,0.1,90435018.58181818
TDF_FTC__LPV_r,PI,0.0,90435018.58181818
TDF_FTC__NVP,NNRTI,0.0,90435018.58181818
TDF_FTC__RAL,INSTI,0.0,90435018.58181818
TDF_FTC__RPV,NNRTI,0.0,90435018.58181818
3TC_ABC__DRV_c,PI,0.0,91232100.36666667
3TC_ABC__DRV_r,PI,0.0,91232100.36666667
3TC__DRV_c,PI,0.2,91232100.36666667
3TC__DRV_r,PI,0.0,91232100.36666667
3TC__DTG,INSTI,0.0,91232100.36666667
3TC__FTC__DRV_c,PI,0.0,91232100.36666667
3TC__FTC__DRV_r,PI,0.0,91232100.36666667
ABC_3TC_DTG,INSTI,0.0,91232100.36666667
ABC_3TC__ATV_r,PI,0.0,91232100.36666667
ABC_3TC__DRV_r,PI,0.0,91232100.36666667
ABC_3TC__DTG,INSTI,0.0,91232100.36666667
ABC_3TC__EFV,NNRTI,0.1,91232100.36666667
ABC_3TC__LPV_r,PI,0.2,91232100.36666667
ABC_3TC__NVP,NNRTI,0.0,91232100.36666667
ABC_3TC__RAL,INSTI,0.0,91232100.36666667
AZT_3TC_NVP,NNRTI,0.1,91232100.36666667
AZT_3TC__ATV_r,PI,0.1,91232100.36666667
AZT_3TC__LPV_r,PI,0.0,91232100.36666667
AZT_3TC__NVP,NNRTI,0.0,91232100.36666667
DRV_c,PI,0.0,91232100.36666667
DTG_3TC,INSTI,0.0,91232100.36666667
TAF_FTC_BIC,INSTI,0.0,91232100.36666667
TAF_FTC_EVG_c,INSTI,0.0,91232100.36666667
TAF_FTC_RPV,NNRTI,0.0,91232100.36666667
TAF_FTC__DOR,NNRTI,0.0,91232100.36666667
TAF_FTC__DRV_c,PI,0.0,91232100.36666667
TAF_FTC__DRV_r,PI,0.0,91232100.36666667
TAF_FTC__DTG,INSTI,0.0,91232100.36666667
TAF_FTC__RAL,INSTI,0.0,91232100.36666667
TAF_FTC__RPV,NNRTI,0.0,91232100.36666667
TAF__DRV_c,PI,0.0,91232100.36666667
TDF_FTC_EVG_c,INSTI,0.0,91232100.36666667
TDF_FTC_RPV,NNRTI,0.1,91232100.36666667
TDF_FTC__ATV_r,PI,0.0,91232100.36666667
TDF_FTC__DOR,NNRTI,0.0,91232100.36666667
TDF_FTC__DRV_c,PI,0.0,91232100.36666667
TDF_FTC__DRV_r,PI,0.1,91232100.36666667
TDF_FTC__DTG,INSTI,0.0,91232100.36666667
TDF_FTC__EFV,NNRTI,0.1,91232100.36666667
TDF_FTC__LPV_r,PI,0.0,91232100.36666667
TDF_FTC__NVP,NNRTI,0.0,91232100.36666667
TDF_FTC__RAL,INSTI,0.0,91232100.36666667
TDF_FTC__RPV,NNRTI,0.0,91232100.36666667
3TC_ABC__DRV_c,PI,0.0,92029182.15151516
3TC_ABC__DRV_r,PI,0.0,92029182.15151516
3TC__DRV_c,PI,0.2,92029182.15151516
3TC__DRV_r,PI,0.0,92029182.15151516
3TC__DTG,INSTI,0.0,92029182.15151516
3TC__FTC__DRV_c,PI,0.0,92029182.15151516
3TC__FTC__DRV_r,PI,0.0,92029182.15151516
ABC_3TC_DTG,INSTI,0.0,92029182.15151516
ABC_3TC__ATV_r,PI,0.0,92029182.15151516
ABC_3TC__DRV_r,PI,0.0,92029182.15151516
ABC_3TC__DTG,INSTI,0.0,92029182.15151516
ABC_3TC__EFV,NNRTI,0.1,92029182.15151516
ABC_3TC__LPV_r,PI,0.2,92029182.15151516
ABC_3TC__NVP,NNRTI,0.0,92029182.15151516
ABC_3TC__RAL,INSTI,0.0,92029182.15151516
AZT_3TC_NVP,NNRTI,0.1,92029182.15151516
AZT_3TC__ATV_r,PI,0.1,92029182.15151516
AZT_3TC__LPV_r,PI,0.0,92029182.15151516
AZT_3TC__NVP,NNRTI,0.0,92029182.15151516
DRV_c,PI,0.0,92029182.15151516
DTG_3TC,INSTI,0.0,92029182.15151516
TAF_FTC_BIC,INSTI,0.0,92029182.15151516
TAF_FTC_EVG_c,INSTI,0.0,92029182.15151516
TAF_FTC_RPV,NNRTI,0.0,92029182.15151516
TAF_FTC__DOR,NNRTI,0.0,92029182.15151516
TAF_FTC__DRV_c,PI,0.0,92029182.15151516
TAF_FTC__DRV_r,PI,0.0,92029182.15151516
TAF_FTC__DTG,INSTI,0.0,92029182.15151516
TAF_FTC__RAL,INSTI,0.0,92029182.15151516
TAF_FTC__RPV,NNRTI,0.0,92029182.15151516
TAF__DRV_c,PI,0.0,92029182.15151516
TDF_FTC_EVG_c,INSTI,0.0,92029182.15151516
TDF_FTC_RPV,NNRTI,0.1,92029182.15151516
TDF_FTC__ATV_r,PI,0.0,92029182.15151516
TDF_FTC__DOR,NNRTI,0.0,92029182.15151516
TDF_FTC__DRV_c,PI,0.0,92029182.15151516
TDF_FTC__DRV_r,PI,0.1,92029182.15151516
TDF_FTC__DTG,INSTI,0.0,92029182.15151516
TDF_FTC__EFV,NNRTI,0.1,92029182.15151516
TDF_FTC__LPV_r,PI,0.0,92029182.15151516
TDF_FTC__NVP,NNRTI,0.0,92029182.15151516
TDF_FTC__RAL,INSTI,0.0,92029182.15151516
TDF_FTC__RPV,NNRTI,0.0,92029182.15151516
3TC_ABC__DRV_c,PI,0.0,92826263.93636364
3TC_ABC__DRV_r,PI,0.0,92826263.93636364
3TC__DRV_c,PI,0.2,92826263.93636364
3TC__DRV_r,PI,0.0,92826263.93636364
3TC__DTG,INSTI,0.0,92826263.93636364
3TC__FTC__DRV_c,PI,0.0,92826263.93636364
3TC__FTC__DRV_r,PI,0.0,92826263.93636364
ABC_3TC_DTG,INSTI,0.0,92826263.93636364
ABC_3TC__ATV_r,PI,0.0,92826263.93636364
ABC_3TC__DRV_r,PI,0.0,92826263.93636364
ABC_3TC__DTG,INSTI,0.0,92826263.93636364
ABC_3TC__EFV,NNRTI,0.1,92826263.93636364
ABC_3TC__LPV_r,PI,0.2,92826263.93636364
ABC_3TC__NVP,NNRTI,0.0,92826263.93636364
ABC_3TC__RAL,INSTI,0.0,92826263.93636364
AZT_3TC_NVP,NNRTI,0.1,92826263.93636364
AZT_3TC__ATV_r,PI,0.1,92826263.93636364
AZT_3TC__LPV_r,PI,0.0,92826263.93636364
AZT_3TC__NVP,NNRTI,0.0,92826263.93636364
DRV_c,PI,0.0,92826263.93636364
DTG_3TC,INSTI,0.0,92826263.93636364
TAF_FTC_BIC,INSTI,0.0,92826263.93636364
TAF_FTC_EVG_c,INSTI,0.0,92826263.93636364
TAF_FTC_RPV,NNRTI,0.0,92826263.93636364
TAF_FTC__DOR,NNRTI,0.0,92826263.93636364
TAF_FTC__DRV_c,PI,0.0,92826263.93636364
TAF_FTC__DRV_r,PI,0.0,92826263.93636364
TAF_FTC__DTG,INSTI,0.0,92826263.93636364
TAF_FTC__RAL,INSTI,0.0,92826263.93636364
TAF_FTC__RPV,NNRTI,0.0,92826263.93636364
TAF__DRV_c,PI,0.0,92826263.93636364
TDF_FTC_EVG_c,INSTI,0.0,92826263.93636364
TDF_FTC_RPV,NNRTI,0.1,92826263.93636364
TDF_FTC__ATV_r,PI,0.0,92826263.93636364
TDF_FTC__DOR,NNRTI,0.0,92826263.93636364
TDF_FTC__DRV_c,PI,0.0,92826263.93636364
TDF_FTC__DRV_r,PI,0.1,92826263.93636364
TDF_FTC__DTG,INSTI,0.0,92826263.93636364
TDF_FTC__EFV,NNRTI,0.1,92826263.93636364
TDF_FTC__LPV_r,PI,0.0,92826263.93636364
TDF_FTC__NVP,NNRTI,0.0,92826263.93636364
TDF_FTC__RAL,INSTI,0.0,92826263.93636364
TDF_FTC__RPV,NNRTI,0.0,92826263.93636364
3TC_ABC__DRV_c,PI,0.0,93623345.72121212
3TC_ABC__DRV_r,PI,0.0,93623345.72121212
3TC__DRV_c,PI,0.2,93623345.72121212
3TC__DRV_r,PI,0.0,93623345.72121212
