Terapia,Grupo,Probabilidad,Disponibilidad a pagar
TAF_FTC__DRV_c,PI,0.0,48189683.984848484
TAF_FTC__DRV_r,PI,0.0,48189683.984848484
TAF_FTC__DTG,INSTI,0.0,48189683.984848484
TAF_FTC__RAL,INSTI,0.0,48189683.984848484
TAF_FTC__RPV,NNRTI,0.0,48189683.984848484
TAF__DRV_c,PI,0.0,48189683.984848484
TDF_FTC_EVG_c,INSTI,0.0,48189683.984848484
TDF_FTC_RPV,NNRTI,0.1,48189683.984848484
TDF_FTC__ATV_r,PI,0.0,48189683.984848484
TDF_FTC__DOR,NNRTI,0.0,48189683.984848484
TDF_FTC__DRV_c,PI,0.0,48189683.984848484
TDF_FTC__DRV_r,PI,0.1,48189683.984848484
TDF_FTC__DTG,INSTI,0.0,48189683.984848484
TDF_FTC__EFV,NNRTI,0.1,48189683.984848484
TDF_FTC__LPV_r,PI,0.0,48189683.984848484
TDF_FTC__NVP,NNRTI,0.0,48189683.984848484
TDF_FTC__RAL,INSTI,0.0,48189683.984848484
TDF_FTC__RPV,NNRTI,0.0,48189683.984848484
3TC_ABC__DRV_c,PI,0.0,48986765.76969697
3TC_ABC__DRV_r,PI,0.0,48986765.76969697
3TC__DRV_c,PI,0.1,48986765.76969697
3TC__DRV_r,PI,0.0,48986765.76969697
3TC__DTG,INSTI,0.0,48986765.76969697
3TC__FTC__DRV_c,PI,0.0,48986765.76969697
3TC__FTC__DRV_r,PI,0.0,48986765.76969697
ABC_3TC_DTG,INSTI,0.0,48986765.76969697
ABC_3TC__ATV_r,PI,0.0,48986765.76969697
ABC_3TC__DRV_r,PI,0.0,48986765.76969697
ABC_3TC__DTG,INSTI,0.0,48986765.76969697
ABC_3TC__EFV,NNRTI,0.1,48986765.76969697
ABC_3TC__LPV_r,PI,0.2,48986765.76969697
ABC_3TC__NVP,NNRTI,0.0,48986765.76969697
ABC_3TC__RAL,INSTI,0.0,48986765.76969697
AZT_3TC_NVP,NNRTI,0.2,48986765.76969697
AZT_3TC__ATV_r,PI,0.1,48986765.76969697
AZT_3TC__LPV_r,PI,0.0,48986765.76969697
AZT_3TC__NVP,NNRTI,0.0,48986765.76969697
DRV_c,PI,0.0,48986765.76969697
DTG_3TC,INSTI,0.0,48986765.76969697
TAF_FTC_BIC,INSTI,0.0,48986765.76969697
TAF_FTC_EVG_c,INSTI,0.0,48986765.76969697
TAF_FTC_RPV,NNRTI,0.0,48986765.76969697
TAF_FTC__DOR,NNRTI,0.0,48986765.76969697
TAF_FTC__DRV_c,PI,0.0,48986765.76969697
TAF_FTC__DRV_r,PI,0.0,48986765.76969697
TAF_FTC__DTG,INSTI,0.0,48986765.76969697
TAF_FTC__RAL,INSTI,0.0,48986765.76969697
TAF_FTC__RPV,NNRTI,0.0,48986765.76969697
TAF__DRV_c,PI,0.0,48986765.76969697
TDF_FTC_EVG_c,INSTI,0.0,48986765.76969697
TDF_FTC_RPV,NNRTI,0.1,48986765.76969697
TDF_FTC__ATV_r,PI,0.0,48986765.76969697
TDF_FTC__DOR,NNRTI,0.0,48986765.76969697
TDF_FTC__DRV_c,PI,0.0,48986765.76969697
TDF_FTC__DRV_r,PI,0.1,48986765.76969697
TDF_FTC__DTG,INSTI,0.0,48986765.76969697
TDF_FTC__EFV,NNRTI,0.1,48986765.76969697
TDF_FTC__LPV_r,PI,0.0,48986765.76969697
TDF_FTC__NVP,NNRTI,0.0,48986765.76969697
TDF_FTC__RAL,INSTI,0.0,48986765.76969697
TDF_FTC__RPV,NNRTI,0.0,48986765.76969697
3TC_ABC__DRV_c,PI,0.0,49783847.55454546
3TC_ABC__DRV_r,PI,0.0,49783847.55454546
3TC__DRV_c,PI,0.1,49783847.55454546
3TC__DRV_r,PI,0.0,49783847.55454546
3TC__DTG,INSTI,0.0,49783847.55454546
3TC__FTC__DRV_c,PI,0.0,49783847.55454546
3TC__FTC__DRV_r,PI,0.0,49783847.55454546
ABC_3TC_DTG,INSTI,0.0,49783847.55454546
ABC_3TC__ATV_r,PI,0.0,49783847.55454546
ABC_3TC__DRV_r,PI,0.0,49783847.55454546
ABC_3TC__DTG,INSTI,0.0,49783847.55454546
ABC_3TC__EFV,NNRTI,0.1,49783847.55454546
ABC_3TC__LPV_r,PI,0.2,49783847.55454546
ABC_3TC__NVP,NNRTI,0.0,49783847.55454546
ABC_3TC__RAL,INSTI,0.0,49783847.55454546
AZT_3TC_NVP,NNRTI,0.2,49783847.55454546
AZT_3TC__ATV_r,PI,0.1,49783847.55454546
AZT_3TC__LPV_r,PI,0.0,49783847.55454546
AZT_3TC__NVP,NNRTI,0.0,49783847.55454546
DRV_c,PI,0.0,49783847.55454546
DTG_3TC,INSTI,0.0,49783847.55454546
TAF_FTC_BIC,INSTI,0.0,49783847.55454546
TAF_FTC_EVG_c,INSTI,0.0,49783847.55454546
TAF_FTC_RPV,NNRTI,0.0,49783847.55454546
TAF_FTC__DOR,NNRTI,0.0,49783847.55454546
TAF_FTC__DRV_c,PI,0.0,49783847.55454546
TAF_FTC__DRV_r,PI,0.0,49783847.55454546
TAF_FTC__DTG,INSTI,0.0,49783847.55454546
TAF_FTC__RAL,INSTI,0.0,49783847.55454546
TAF_FTC__RPV,NNRTI,0.0,49783847.55454546
TAF__DRV_c,PI,0.0,49783847.55454546
TDF_FTC_EVG_c,INSTI,0.0,49783847.55454546
TDF_FTC_RPV,NNRTI,0.1,49783847.55454546
TDF_FTC__ATV_r,PI,0.0,49783847.55454546
TDF_FTC__DOR,NNRTI,0.0,49783847.55454546
TDF_FTC__DRV_c,PI,0.0,49783847.55454546
TDF_FTC__DRV_r,PI,0.1,49783847.55454546
TDF_FTC__DTG,INSTI,0.0,49783847.55454546
TDF_FTC__EFV,NNRTI,0.1,49783847.55454546
TDF_FTC__LPV_r,PI,0.0,49783847.55454546
TDF_FTC__NVP,NNRTI,0.0,49783847.55454546
TDF_FTC__RAL,INSTI,0.0,49783847.55454546
TDF_FTC__RPV,NNRTI,0.0,49783847.55454546
3TC_ABC__DRV_c,PI,0.0,50580929.33939394
3TC_ABC__DRV_r,PI,0.0,50580929.33939394
3TC__DRV_c,PI,0.1,50580929.33939394
3TC__DRV_r,PI,0.0,50580929.33939394
3TC__DTG,INSTI,0.0,50580929.33939394
3TC__FTC__DRV_c,PI,0.0,50580929.33939394
3TC__FTC__DRV_r,PI,0.0,50580929.33939394
ABC_3TC_DTG,INSTI,0.0,50580929.33939394
ABC_3TC__ATV_r,PI,0.0,50580929.33939394
ABC_3TC__DRV_r,PI,0.0,50580929.33939394
ABC_3TC__DTG,INSTI,0.0,50580929.33939394
ABC_3TC__EFV,NNRTI,0.1,50580929.33939394
ABC_3TC__LPV_r,PI,0.2,50580929.33939394
ABC_3TC__NVP,NNRTI,0.0,50580929.33939394
ABC_3TC__RAL,INSTI,0.0,50580929.33939394
AZT_3TC_NVP,NNRTI,0.2,50580929.33939394
AZT_3TC__ATV_r,PI,0.1,50580929.33939394
AZT_3TC__LPV_r,PI,0.0,50580929.33939394
AZT_3TC__NVP,NNRTI,0.0,50580929.33939394
DRV_c,PI,0.0,50580929.33939394
DTG_3TC,INSTI,0.0,50580929.33939394
TAF_FTC_BIC,INSTI,0.0,50580929.33939394
TAF_FTC_EVG_c,INSTI,0.0,50580929.33939394
TAF_FTC_RPV,NNRTI,0.0,50580929.33939394
TAF_FTC__DOR,NNRTI,0.0,50580929.33939394
TAF_FTC__DRV_c,PI,0.0,50580929.33939394
TAF_FTC__DRV_r,PI,0.0,50580929.33939394
TAF_FTC__DTG,INSTI,0.0,50580929.33939394
TAF_FTC__RAL,INSTI,0.0,50580929.33939394
TAF_FTC__RPV,NNRTI,0.0,50580929.33939394
TAF__DRV_c,PI,0.0,50580929.33939394
TDF_FTC_EVG_c,INSTI,0.0,50580929.33939394
TDF_FTC_RPV,NNRTI,0.1,50580929.33939394
TDF_FTC__ATV_r,PI,0.0,50580929.33939394
TDF_FTC__DOR,NNRTI,0.0,50580929.33939394
TDF_FTC__DRV_c,PI,0.0,50580929.33939394
TDF_FTC__DRV_r,PI,0.1,50580929.33939394
TDF_FTC__DTG,INSTI,0.0,50580929.33939394
TDF_FTC__EFV,NNRTI,0.1,50580929.33939394
TDF_FTC__LPV_r,PI,0.0,50580929.33939394
TDF_FTC__NVP,NNRTI,0.0,50580929.33939394
TDF_FTC__RAL,INSTI,0.0,50580929.33939394
TDF_FTC__RPV,NNRTI,0.0,50580929.33939394
3TC_ABC__DRV_c,PI,0.0,51378011.124242425
3TC_ABC__DRV_r,PI,0.0,51378011.124242425
3TC__DRV_c,PI,0.2,51378011.124242425
3TC__DRV_r,PI,0.0,51378011.124242425
3TC__DTG,INSTI,0.0,51378011.124242425
3TC__FTC__DRV_c,PI,0.0,51378011.124242425
3TC__FTC__DRV_r,PI,0.0,51378011.124242425
ABC_3TC_DTG,INSTI,0.0,51378011.124242425
ABC_3TC__ATV_r,PI,0.0,51378011.124242425
ABC_3TC__DRV_r,PI,0.0,51378011.124242425
ABC_3TC__DTG,INSTI,0.0,51378011.124242425
ABC_3TC__EFV,NNRTI,0.1,51378011.124242425
ABC_3TC__LPV_r,PI,0.2,51378011.124242425
ABC_3TC__NVP,NNRTI,0.0,51378011.124242425
ABC_3TC__RAL,INSTI,0.0,51378011.124242425
AZT_3TC_NVP,NNRTI,0.1,51378011.124242425
AZT_3TC__ATV_r,PI,0.1,51378011.124242425
AZT_3TC__LPV_r,PI,0.0,51378011.124242425
AZT_3TC__NVP,NNRTI,0.0,51378011.124242425
DRV_c,PI,0.0,51378011.124242425
DTG_3TC,INSTI,0.0,51378011.124242425
TAF_FTC_BIC,INSTI,0.0,51378011.124242425
TAF_FTC_EVG_c,INSTI,0.0,51378011.124242425
TAF_FTC_RPV,NNRTI,0.0,51378011.124242425
TAF_FTC__DOR,NNRTI,0.0,51378011.124242425
TAF_FTC__DRV_c,PI,0.0,51378011.124242425
TAF_FTC__DRV_r,PI,0.0,51378011.124242425
TAF_FTC__DTG,INSTI,0.0,51378011.124242425
TAF_FTC__RAL,INSTI,0.0,51378011.124242425
TAF_FTC__RPV,NNRTI,0.0,51378011.124242425
TAF__DRV_c,PI,0.0,51378011.124242425
TDF_FTC_EVG_c,INSTI,0.0,51378011.124242425
TDF_FTC_RPV,NNRTI,0.1,51378011.124242425
TDF_FTC__ATV_r,PI,0.0,51378011.124242425
TDF_FTC__DOR,NNRTI,0.0,51378011.124242425
TDF_FTC__DRV_c,PI,0.0,51378011.124242425
TDF_FTC__DRV_r,PI,0.1,51378011.124242425
TDF_FTC__DTG,INSTI,0.0,51378011.124242425
TDF_FTC__EFV,NNRTI,0.1,51378011.124242425
TDF_FTC__LPV_r,PI,0.0,51378011.124242425
TDF_FTC__NVP,NNRTI,0.0,51378011.124242425
TDF_FTC__RAL,INSTI,0.0,51378011.124242425
TDF_FTC__RPV,NNRTI,0.0,51378011.124242425
3TC_ABC__DRV_c,PI,0.0,52175092.909090914
3TC_ABC__DRV_r,PI,0.0,52175092.909090914
3TC__DRV_c,PI,0.2,52175092.909090914
3TC__DRV_r,PI,0.0,52175092.909090914
3TC__DTG,INSTI,0.0,52175092.909090914
3TC__FTC__DRV_c,PI,0.0,52175092.909090914
3TC__FTC__DRV_r,PI,0.0,52175092.909090914
ABC_3TC_DTG,INSTI,0.0,52175092.909090914
ABC_3TC__ATV_r,PI,0.0,52175092.909090914
ABC_3TC__DRV_r,PI,0.0,52175092.909090914
ABC_3TC__DTG,INSTI,0.0,52175092.909090914
ABC_3TC__EFV,NNRTI,0.1,52175092.909090914
ABC_3TC__LPV_r,PI,0.2,52175092.909090914
ABC_3TC__NVP,NNRTI,0.0,52175092.909090914
ABC_3TC__RAL,INSTI,0.0,52175092.909090914
AZT_3TC_NVP,NNRTI,0.1,52175092.909090914
AZT_3TC__ATV_r,PI,0.1,52175092.909090914
AZT_3TC__LPV_r,PI,0.0,52175092.909090914
AZT_3TC__NVP,NNRTI,0.0,52175092.909090914
DRV_c,PI,0.0,52175092.909090914
DTG_3TC,INSTI,0.0,52175092.909090914
TAF_FTC_BIC,INSTI,0.0,52175092.909090914
TAF_FTC_EVG_c,INSTI,0.0,52175092.909090914
TAF_FTC_RPV,NNRTI,0.0,52175092.909090914
TAF_FTC__DOR,NNRTI,0.0,52175092.909090914
TAF_FTC__DRV_c,PI,0.0,52175092.909090914
TAF_FTC__DRV_r,PI,0.0,52175092.909090914
TAF_FTC__DTG,INSTI,0.0,52175092.909090914
TAF_FTC__RAL,INSTI,0.0,52175092.909090914
TAF_FTC__RPV,NNRTI,0.0,52175092.909090914
TAF__DRV_c,PI,0.0,52175092.909090914
TDF_FTC_EVG_c,INSTI,0.0,52175092.909090914
TDF_FTC_RPV,NNRTI,0.1,52175092.909090914
TDF_FTC__ATV_r,PI,0.0,52175092.909090914
TDF_FTC__DOR,NNRTI,0.0,52175092.909090914
TDF_FTC__DRV_c,PI,0.0,52175092.909090914
TDF_FTC__DRV_r,PI,0.1,52175092.909090914
TDF_FTC__DTG,INSTI,0.0,52175092.909090914
TDF_FTC__EFV,NNRTI,0.1,52175092.909090914
TDF_FTC__LPV_r,PI,0.0,52175092.909090914
TDF_FTC__NVP,NNRTI,0.0,52175092.909090914
TDF_FTC__RAL,INSTI,0.0,52175092.909090914
TDF_FTC__RPV,NNRTI,0.0,52175092.909090914
3TC_ABC__DRV_c,PI,0.0,52972174.6939394
3TC_ABC__DRV_r,PI,0.0,52972174.6939394
3TC__DRV_c,PI,0.2,52972174.6939394
3TC__DRV_r,PI,0.0,52972174.6939394
3TC__DTG,INSTI,0.0,52972174.6939394
3TC__FTC__DRV_c,PI,0.0,52972174.6939394
3TC__FTC__DRV_r,PI,0.0,52972174.6939394
ABC_3TC_DTG,INSTI,0.0,52972174.6939394
ABC_3TC__ATV_r,PI,0.0,52972174.6939394
ABC_3TC__DRV_r,PI,0.0,52972174.6939394
ABC_3TC__DTG,INSTI,0.0,52972174.6939394
ABC_3TC__EFV,NNRTI,0.1,52972174.6939394
ABC_3TC__LPV_r,PI,0.2,52972174.6939394
ABC_3TC__NVP,NNRTI,0.0,52972174.6939394
ABC_3TC__RAL,INSTI,0.0,52972174.6939394
AZT_3TC_NVP,NNRTI,0.1,52972174.6939394
AZT_3TC__ATV_r,PI,0.1,52972174.6939394
AZT_3TC__LPV_r,PI,0.0,52972174.6939394
AZT_3TC__NVP,NNRTI,0.0,52972174.6939394
DRV_c,PI,0.0,52972174.6939394
DTG_3TC,INSTI,0.0,52972174.6939394
TAF_FTC_BIC,INSTI,0.0,52972174.6939394
TAF_FTC_EVG_c,INSTI,0.0,52972174.6939394
TAF_FTC_RPV,NNRTI,0.0,52972174.6939394
TAF_FTC__DOR,NNRTI,0.0,52972174.6939394
TAF_FTC__DRV_c,PI,0.0,52972174.6939394
TAF_FTC__DRV_r,PI,0.0,52972174.6939394
TAF_FTC__DTG,INSTI,0.0,52972174.6939394
TAF_FTC__RAL,INSTI,0.0,52972174.6939394
TAF_FTC__RPV,NNRTI,0.0,52972174.6939394
TAF__DRV_c,PI,0.0,52972174.6939394
TDF_FTC_EVG_c,INSTI,0.0,52972174.6939394
TDF_FTC_RPV,NNRTI,0.1,52972174.6939394
TDF_FTC__ATV_r,PI,0.0,52972174.6939394
TDF_FTC__DOR,NNRTI,0.0,52972174.6939394
TDF_FTC__DRV_c,PI,0.0,52972174.6939394
TDF_FTC__DRV_r,PI,0.1,52972174.6939394
TDF_FTC__DTG,INSTI,0.0,52972174.6939394
TDF_FTC__EFV,NNRTI,0.1,52972174.6939394
TDF_FTC__LPV_r,PI,0.0,52972174.6939394
TDF_FTC__NVP,NNRTI,0.0,52972174.6939394
TDF_FTC__RAL,INSTI,0.0,52972174.6939394
TDF_FTC__RPV,NNRTI,0.0,52972174.6939394
3TC_ABC__DRV_c,PI,0.0,53769256.478787884
3TC_ABC__DRV_r,PI,0.0,53769256.478787884
3TC__DRV_c,PI,0.2,53769256.478787884
3TC__DRV_r,PI,0.0,53769256.478787884
3TC__DTG,INSTI,0.0,53769256.478787884
3TC__FTC__DRV_c,PI,0.0,53769256.478787884
3TC__FTC__DRV_r,PI,0.0,53769256.478787884
ABC_3TC_DTG,INSTI,0.0,53769256.478787884
ABC_3TC__ATV_r,PI,0.0,53769256.478787884
ABC_3TC__DRV_r,PI,0.0,53769256.478787884
ABC_3TC__DTG,INSTI,0.0,53769256.478787884
ABC_3TC__EFV,NNRTI,0.1,53769256.478787884
ABC_3TC__LPV_r,PI,0.2,53769256.478787884
ABC_3TC__NVP,NNRTI,0.0,53769256.478787884
ABC_3TC__RAL,INSTI,0.0,53769256.478787884
AZT_3TC_NVP,NNRTI,0.1,53769256.478787884
AZT_3TC__ATV_r,PI,0.1,53769256.478787884
AZT_3TC__LPV_r,PI,0.0,53769256.478787884
AZT_3TC__NVP,NNRTI,0.0,53769256.478787884
DRV_c,PI,0.0,53769256.478787884
DTG_3TC,INSTI,0.0,53769256.478787884
TAF_FTC_BIC,INSTI,0.0,53769256.478787884
TAF_FTC_EVG_c,INSTI,0.0,53769256.478787884
TAF_FTC_RPV,NNRTI,0.0,53769256.478787884
TAF_FTC__DOR,NNRTI,0.0,53769256.478787884
TAF_FTC__DRV_c,PI,0.0,53769256.478787884
TAF_FTC__DRV_r,PI,0.0,53769256.478787884
TAF_FTC__DTG,INSTI,0.0,53769256.478787884
TAF_FTC__RAL,INSTI,0.0,53769256.478787884
TAF_FTC__RPV,NNRTI,0.0,53769256.478787884
TAF__DRV_c,PI,0.0,53769256.478787884
TDF_FTC_EVG_c,INSTI,0.0,53769256.478787884
TDF_FTC_RPV,NNRTI,0.1,53769256.478787884
TDF_FTC__ATV_r,PI,0.0,53769256.478787884
TDF_FTC__DOR,NNRTI,0.0,53769256.478787884
TDF_FTC__DRV_c,PI,0.0,53769256.478787884
TDF_FTC__DRV_r,PI,0.1,53769256.478787884
TDF_FTC__DTG,INSTI,0.0,53769256.478787884
TDF_FTC__EFV,NNRTI,0.1,53769256.478787884
TDF_FTC__LPV_r,PI,0.0,53769256.478787884
TDF_FTC__NVP,NNRTI,0.0,53769256.478787884
TDF_FTC__RAL,INSTI,0.0,53769256.478787884
TDF_FTC__RPV,NNRTI,0.0,53769256.478787884
3TC_ABC__DRV_c,PI,0.0,54566338.263636366
3TC_ABC__DRV_r,PI,0.0,54566338.263636366
3TC__DRV_c,PI,0.2,54566338.263636366
3TC__DRV_r,PI,0.0,54566338.263636366
3TC__DTG,INSTI,0.0,54566338.263636366
3TC__FTC__DRV_c,PI,0.0,54566338.263636366
3TC__FTC__DRV_r,PI,0.0,54566338.263636366
ABC_3TC_DTG,INSTI,0.0,54566338.263636366
ABC_3TC__ATV_r,PI,0.0,54566338.263636366
ABC_3TC__DRV_r,PI,0.0,54566338.263636366
ABC_3TC__DTG,INSTI,0.0,54566338.263636366
ABC_3TC__EFV,NNRTI,0.1,54566338.263636366
ABC_3TC__LPV_r,PI,0.2,54566338.263636366
ABC_3TC__NVP,NNRTI,0.0,54566338.263636366
ABC_3TC__RAL,INSTI,0.0,54566338.263636366
AZT_3TC_NVP,NNRTI,0.1,54566338.263636366
AZT_3TC__ATV_r,PI,0.1,54566338.263636366
AZT_3TC__LPV_r,PI,0.0,54566338.263636366
AZT_3TC__NVP,NNRTI,0.0,54566338.263636366
DRV_c,PI,0.0,54566338.263636366
DTG_3TC,INSTI,0.0,54566338.263636366
TAF_FTC_BIC,INSTI,0.0,54566338.263636366
TAF_FTC_EVG_c,INSTI,0.0,54566338.263636366
TAF_FTC_RPV,NNRTI,0.0,54566338.263636366
TAF_FTC__DOR,NNRTI,0.0,54566338.263636366
TAF_FTC__DRV_c,PI,0.0,54566338.263636366
TAF_FTC__DRV_r,PI,0.0,54566338.263636366
TAF_FTC__DTG,INSTI,0.0,54566338.263636366
TAF_FTC__RAL,INSTI,0.0,54566338.263636366
TAF_FTC__RPV,NNRTI,0.0,54566338.263636366
TAF__DRV_c,PI,0.0,54566338.263636366
TDF_FTC_EVG_c,INSTI,0.0,54566338.263636366
TDF_FTC_RPV,NNRTI,0.1,54566338.263636366
TDF_FTC__ATV_r,PI,0.0,54566338.263636366
TDF_FTC__DOR,NNRTI,0.0,54566338.263636366
TDF_FTC__DRV_c,PI,0.0,54566338.263636366
TDF_FTC__DRV_r,PI,0.1,54566338.263636366
TDF_FTC__DTG,INSTI,0.0,54566338.263636366
TDF_FTC__EFV,NNRTI,0.1,54566338.263636366
TDF_FTC__LPV_r,PI,0.0,54566338.263636366
TDF_FTC__NVP,NNRTI,0.0,54566338.263636366
TDF_FTC__RAL,INSTI,0.0,54566338.263636366
TDF_FTC__RPV,NNRTI,0.0,54566338.263636366
3TC_ABC__DRV_c,PI,0.0,55363420.04848485
3TC_ABC__DRV_r,PI,0.0,55363420.04848485
3TC__DRV_c,PI,0.2,55363420.04848485
3TC__DRV_r,PI,0.0,55363420.04848485
3TC__DTG,INSTI,0.0,55363420.04848485
3TC__FTC__DRV_c,PI,0.0,55363420.04848485
3TC__FTC__DRV_r,PI,0.0,55363420.04848485
ABC_3TC_DTG,INSTI,0.0,55363420.04848485
ABC_3TC__ATV_r,PI,0.0,55363420.04848485
ABC_3TC__DRV_r,PI,0.0,55363420.04848485
ABC_3TC__DTG,INSTI,0.0,55363420.04848485
ABC_3TC__EFV,NNRTI,0.1,55363420.04848485
ABC_3TC__LPV_r,PI,0.2,55363420.04848485
ABC_3TC__NVP,NNRTI,0.0,55363420.04848485
ABC_3TC__RAL,INSTI,0.0,55363420.04848485
AZT_3TC_NVP,NNRTI,0.1,55363420.04848485
AZT_3TC__ATV_r,PI,0.1,55363420.04848485
AZT_3TC__LPV_r,PI,0.0,55363420.04848485
AZT_3TC__NVP,NNRTI,0.0,55363420.04848485
DRV_c,PI,0.0,55363420.04848485
DTG_3TC,INSTI,0.0,55363420.04848485
TAF_FTC_BIC,INSTI,0.0,55363420.04848485
TAF_FTC_EVG_c,INSTI,0.0,55363420.04848485
TAF_FTC_RPV,NNRTI,0.0,55363420.04848485
TAF_FTC__DOR,NNRTI,0.0,55363420.04848485
TAF_FTC__DRV_c,PI,0.0,55363420.04848485
TAF_FTC__DRV_r,PI,0.0,55363420.04848485
TAF_FTC__DTG,INSTI,0.0,55363420.04848485
TAF_FTC__RAL,INSTI,0.0,55363420.04848485
TAF_FTC__RPV,NNRTI,0.0,55363420.04848485
TAF__DRV_c,PI,0.0,55363420.04848485
TDF_FTC_EVG_c,INSTI,0.0,55363420.04848485
TDF_FTC_RPV,NNRTI,0.1,55363420.04848485
TDF_FTC__ATV_r,PI,0.0,55363420.04848485
TDF_FTC__DOR,NNRTI,0.0,55363420.04848485
TDF_FTC__DRV_c,PI,0.0,55363420.04848485
TDF_FTC__DRV_r,PI,0.1,55363420.04848485
TDF_FTC__DTG,INSTI,0.0,55363420.04848485
TDF_FTC__EFV,NNRTI,0.1,55363420.04848485
TDF_FTC__LPV_r,PI,0.0,55363420.04848485
TDF_FTC__NVP,NNRTI,0.0,55363420.04848485
TDF_FTC__RAL,INSTI,0.0,55363420.04848485
TDF_FTC__RPV,NNRTI,0.0,55363420.04848485
3TC_ABC__DRV_c,PI,0.0,56160501.83333334
3TC_ABC__DRV_r,PI,0.0,56160501.83333334
3TC__DRV_c,PI,0.2,56160501.83333334
3TC__DRV_r,PI,0.0,56160501.83333334
3TC__DTG,INSTI,0.0,56160501.83333334
3TC__FTC__DRV_c,PI,0.0,56160501.83333334
3TC__FTC__DRV_r,PI,0.0,56160501.83333334
ABC_3TC_DTG,INSTI,0.0,56160501.83333334
ABC_3TC__ATV_r,PI,0.0,56160501.83333334
ABC_3TC__DRV_r,PI,0.0,56160501.83333334
ABC_3TC__DTG,INSTI,0.0,56160501.83333334
ABC_3TC__EFV,NNRTI,0.1,56160501.83333334
ABC_3TC__LPV_r,PI,0.2,56160501.83333334
ABC_3TC__NVP,NNRTI,0.0,56160501.83333334
ABC_3TC__RAL,INSTI,0.0,56160501.83333334
AZT_3TC_NVP,NNRTI,0.1,56160501.83333334
AZT_3TC__ATV_r,PI,0.1,56160501.83333334
AZT_3TC__LPV_r,PI,0.0,56160501.83333334
AZT_3TC__NVP,NNRTI,0.0,56160501.83333334
DRV_c,PI,0.0,56160501.83333334
DTG_3TC,INSTI,0.0,56160501.83333334
TAF_FTC_BIC,INSTI,0.0,56160501.83333334
TAF_FTC_EVG_c,INSTI,0.0,56160501.83333334
TAF_FTC_RPV,NNRTI,0.0,56160501.83333334
TAF_FTC__DOR,NNRTI,0.0,56160501.83333334
TAF_FTC__DRV_c,PI,0.0,56160501.83333334
TAF_FTC__DRV_r,PI,0.0,56160501.83333334
TAF_FTC__DTG,INSTI,0.0,56160501.83333334
TAF_FTC__RAL,INSTI,0.0,56160501.83333334
TAF_FTC__RPV,NNRTI,0.0,56160501.83333334
TAF__DRV_c,PI,0.0,56160501.83333334
TDF_FTC_EVG_c,INSTI,0.0,56160501.83333334
TDF_FTC_RPV,NNRTI,0.1,56160501.83333334
TDF_FTC__ATV_r,PI,0.0,56160501.83333334
TDF_FTC__DOR,NNRTI,0.0,56160501.83333334
TDF_FTC__DRV_c,PI,0.0,56160501.83333334
TDF_FTC__DRV_r,PI,0.1,56160501.83333334
TDF_FTC__DTG,INSTI,0.0,56160501.83333334
TDF_FTC__EFV,NNRTI,0.1,56160501.83333334
TDF_FTC__LPV_r,PI,0.0,56160501.83333334
TDF_FTC__NVP,NNRTI,0.0,56160501.83333334
TDF_FTC__RAL,INSTI,0.0,56160501.83333334
TDF_FTC__RPV,NNRTI,0.0,56160501.83333334
3TC_ABC__DRV_c,PI,0.0,56957583.618181825
3TC_ABC__DRV_r,PI,0.0,56957583.618181825
3TC__DRV_c,PI,0.2,56957583.618181825
3TC__DRV_r,PI,0.0,56957583.618181825
3TC__DTG,INSTI,0.0,56957583.618181825
3TC__FTC__DRV_c,PI,0.0,56957583.618181825
3TC__FTC__DRV_r,PI,0.0,56957583.618181825
ABC_3TC_DTG,INSTI,0.0,56957583.618181825
ABC_3TC__ATV_r,PI,0.0,56957583.618181825
ABC_3TC__DRV_r,PI,0.0,56957583.618181825
ABC_3TC__DTG,INSTI,0.0,56957583.618181825
ABC_3TC__EFV,NNRTI,0.1,56957583.618181825
ABC_3TC__LPV_r,PI,0.2,56957583.618181825
ABC_3TC__NVP,NNRTI,0.0,56957583.618181825
ABC_3TC__RAL,INSTI,0.0,56957583.618181825
AZT_3TC_NVP,NNRTI,0.1,56957583.618181825
AZT_3TC__ATV_r,PI,0.1,56957583.618181825
AZT_3TC__LPV_r,PI,0.0,56957583.618181825
AZT_3TC__NVP,NNRTI,0.0,56957583.618181825
DRV_c,PI,0.0,56957583.618181825
DTG_3TC,INSTI,0.0,56957583.618181825
TAF_FTC_BIC,INSTI,0.0,56957583.618181825
TAF_FTC_EVG_c,INSTI,0.0,56957583.618181825
TAF_FTC_RPV,NNRTI,0.0,56957583.618181825
TAF_FTC__DOR,NNRTI,0.0,56957583.618181825
TAF_FTC__DRV_c,PI,0.0,56957583.618181825
TAF_FTC__DRV_r,PI,0.0,56957583.618181825
TAF_FTC__DTG,INSTI,0.0,56957583.618181825
TAF_FTC__RAL,INSTI,0.0,56957583.618181825
TAF_FTC__RPV,NNRTI,0.0,56957583.618181825
TAF__DRV_c,PI,0.0,56957583.618181825
TDF_FTC_EVG_c,INSTI,0.0,56957583.618181825
TDF_FTC_RPV,NNRTI,0.1,56957583.618181825
TDF_FTC__ATV_r,PI,0.0,56957583.618181825
TDF_FTC__DOR,NNRTI,0.0,56957583.618181825
TDF_FTC__DRV_c,PI,0.0,56957583.618181825
TDF_FTC__DRV_r,PI,0.1,56957583.618181825
TDF_FTC__DTG,INSTI,0.0,56957583.618181825
